iter	Logloss
420	0.3324381475
421	0.3321683161
422	0.3320798756
423	0.3319747779
424	0.3318944197
425	0.3318163749
426	0.3317280642
427	0.3316358931
428	0.3315745741
429	0.331448722
430	0.3314341897
431	0.3313390591
432	0.3312272003
433	0.3311377591
434	0.3310517977
435	0.3309815441
436	0.3308995227
437	0.3307666029
438	0.3306627417
439	0.330601752
440	0.3304588041
441	0.3303897813
442	0.3302727988
443	0.3302127717
444	0.3301388123
445	0.3300659074
446	0.3297705975
447	0.329616728
448	0.32952516
449	0.3294147258
450	0.3293214704
451	0.3292211832
452	0.3291359865
453	0.3289682252
454	0.3288858153
455	0.328748643
456	0.3286900403
457	0.3286392198
458	0.3285058641
459	0.3282727542
460	0.3282179313
461	0.3281296809
462	0.3280156406
463	0.3279443293
464	0.327796475
465	0.3276347598
466	0.3274824269
467	0.3273175084
468	0.3272268228
469	0.3270924864
470	0.3270243478
471	0.3269050443
472	0.3268527241
473	0.3267565473
474	0.3266120854
475	0.3263113922
476	0.3262754015
477	0.3261356431
478	0.3260025016
479	0.3258912425
480	0.3257343446
481	0.3256066715
482	0.3253673119
483	0.3253021915
484	0.325138291
485	0.324961933
486	0.3248858568
487	0.3248013107
488	0.3247055648
489	0.3245623766
490	0.3245241935
491	0.3241691379
492	0.3240116253
493	0.3236992913
494	0.3236123904
495	0.3234739688
496	0.3233809975
497	0.3233466098
498	0.3232551084
499	0.3231252757
500	0.3230678253
501	0.3229392237
502	0.3228631188
503	0.3227445556
504	0.3225830847
505	0.3223698061
506	0.3223075813
507	0.3222312827
508	0.3219872963
509	0.3219082804
510	0.32176681
511	0.3216940211
512	0.3216025352
513	0.3215070989
514	0.3214269786
515	0.3213812934
516	0.3212793368
517	0.3212283879
518	0.3211315474
519	0.3209755934
520	0.3208625544
521	0.3207284102
522	0.3206023749
523	0.3204302793
524	0.3203394393
525	0.3202588733
526	0.3201345156
527	0.3199848765
528	0.3199167825
529	0.3198338028
530	0.3196935565
531	0.3196069016
532	0.3194999451
533	0.3192434309
534	0.3191672529
535	0.3190279887
536	0.3188214696
537	0.3187235587
538	0.3186018442
539	0.3184997128
540	0.3183488907
541	0.318275176
542	0.3181907416
543	0.3181304494
544	0.3180113782
545	0.3179087913
546	0.3178418167
547	0.3177757695
548	0.3175678905
549	0.3174215543
550	0.3173361181
551	0.3172294498
552	0.3171174649
553	0.3170102346
554	0.3169974668
555	0.316797334
556	0.3166818034
557	0.3165859299
558	0.316500215
559	0.3163006772
560	0.3162425403
561	0.3161669185
562	0.3160375056
563	0.3158146113
564	0.3157272696
565	0.3156119365
566	0.3154962815
567	0.3154236289
568	0.3153222406
569	0.3152221757
570	0.315093772
571	0.315060733
572	0.3149947132
573	0.3149049442
574	0.3148002262
575	0.3147368934
576	0.3145600274
577	0.3143582989
578	0.3143362357
579	0.3142829633
580	0.3141720326
581	0.3140964182
582	0.3139597801
583	0.3137456266
584	0.3136259945
585	0.3134901046
586	0.3133995246
587	0.3133417844
588	0.3132582827
589	0.3131581414
590	0.313034805
591	0.3129558817
592	0.3128853881
593	0.3127827633
594	0.3127160273
595	0.3126670077
596	0.3125488622
597	0.3124787828
598	0.3124051536
599	0.3122926206
600	0.3122267638
601	0.3121242009
602	0.3120384776
603	0.3119448756
604	0.3118422664
605	0.311792023
606	0.3116774943
607	0.3115233441
608	0.3114504296
609	0.3113697097
610	0.3113123861
611	0.3111761527
612	0.3111675417
613	0.3110951553
614	0.3110201004
615	0.3108859362
616	0.3108207289
617	0.3107146248
618	0.3106426524
619	0.3105374507
620	0.3104706583
621	0.3104272818
622	0.3103204731
623	0.3102708195
624	0.3101794558
625	0.3100894097
626	0.3100715421
627	0.3100173134
628	0.3099376191
629	0.3098785113
630	0.3098021616
631	0.3097150762
632	0.3096858983
633	0.3096854142
634	0.3096456936
635	0.3095651488
636	0.3095421131
637	0.3094746404
638	0.3094226056
639	0.3093243183
640	0.309204027
641	0.309136801
642	0.3090567604
643	0.3089989644
644	0.308935027
645	0.3088649841
646	0.3087791256
647	0.3087212999
648	0.3085385634
649	0.3084796332
650	0.3084055321
651	0.308334622
652	0.3082203785
653	0.3081407218
654	0.3080609664
655	0.3079508852
656	0.3078896115
657	0.3078193292
658	0.3077056544
659	0.3076180257
660	0.3074865786
661	0.3074345837
662	0.3073741889
663	0.3072731856
664	0.3072577144
665	0.3071756659
666	0.3070664169
667	0.3070383105
668	0.3069228493
669	0.3068770768
670	0.3068222358
671	0.3067555269
672	0.3065940638
673	0.3065117193
674	0.3064709201
675	0.3064345139
676	0.3063930185
677	0.3063823938
678	0.3061480694
679	0.3060590964
680	0.3059521848
681	0.3059132013
682	0.3058023644
683	0.3057029414
684	0.3056522176
685	0.3055991054
686	0.3055714548
687	0.3055054622
688	0.3054503238
689	0.3054216407
690	0.3053231049
691	0.3052481791
692	0.3051193858
693	0.3050354778
694	0.3049178824
695	0.3046404934
696	0.3043945075
697	0.3042246602
698	0.304164972
699	0.3040236315
700	0.3039368724
701	0.3037396463
702	0.303674314
703	0.3036329895
704	0.3035679029
705	0.3035483735
706	0.303413632
707	0.3033715637
708	0.3032852391
709	0.3032071597
710	0.3031638883
711	0.3030773771
712	0.3030146513
713	0.3029047991
714	0.3028385464
715	0.3027682959
716	0.3026761094
717	0.3026014508
718	0.3025450608
719	0.3024851652
720	0.3023233381
721	0.3022554002
722	0.3021973629
723	0.3020707088
724	0.3019870154
725	0.3018903808
726	0.3018088601
727	0.3017212098
728	0.3016295128
729	0.3015606419
730	0.3014401412
731	0.3013545233
732	0.3013166797
733	0.3012345768
734	0.3011758696
735	0.3011225716
736	0.3010448547
737	0.300889797
738	0.3008266679
739	0.3008071276
740	0.3007573086
741	0.3006676882
742	0.300567298
743	0.3004839148
744	0.3004001269
745	0.3002894084
746	0.3002190402
747	0.300102061
748	0.2999965801
749	0.2999245607
750	0.2998222403
751	0.2997650201
752	0.2996461971
753	0.2995707792
754	0.299483664
755	0.2993937785
756	0.2993246569
757	0.2991906122
758	0.2990931691
759	0.2990360429
760	0.2989733725
761	0.2988409853
762	0.2987543773
763	0.2986807758
764	0.298626372
765	0.2985479853
766	0.2984831545
767	0.2983963554
768	0.2983234654
769	0.2983174678
770	0.2982530814
771	0.2981960341
772	0.2981670933
773	0.2980850345
774	0.2979516673
775	0.2978885837
776	0.2978225913
777	0.2977291626
778	0.2976454803
779	0.2975537282
780	0.297496592
781	0.2974406282
782	0.2973839668
783	0.2973295336
784	0.2972670002
785	0.2971034163
786	0.2970260491
787	0.2969115663
788	0.2967621077
789	0.2967105876
790	0.2966364214
791	0.2965364239
792	0.2964179919
793	0.2963693112
794	0.2963274958
795	0.2963043913
796	0.2962694194
797	0.2962398697
798	0.2961696203
799	0.2961416427
800	0.296072349
801	0.2959855784
802	0.2959003571
803	0.2958248197
804	0.29577343
805	0.2957200139
806	0.2956482
807	0.2955762155
808	0.2954726868
809	0.2954125191
810	0.2953974056
811	0.2953389626
812	0.2952711501
813	0.2952065427
814	0.2951665967
815	0.295155634
816	0.2950648831
817	0.295001189
818	0.2949067377
819	0.2947199524
820	0.2946319318
821	0.2945528121
822	0.2944655968
823	0.2943996277
824	0.2943451743
825	0.2942709245
826	0.2942219342
827	0.2941532285
828	0.2940922705
829	0.2940062378
830	0.2939603809
831	0.2938996502
832	0.293853073
833	0.2937842923
834	0.2937426633
835	0.293687199
836	0.2935957803
837	0.2934176338
838	0.2933504187
839	0.2933009445
840	0.2932559773
841	0.2930567958
842	0.2929638828
843	0.2928847558
844	0.2928410433
845	0.2927689166
846	0.2926983811
847	0.2926535773
848	0.292590467
849	0.2925402174
850	0.292497518
851	0.2924613449
852	0.2923460189
853	0.2922773398
854	0.2922356708
855	0.2921468684
856	0.2920661332
857	0.2920172552
858	0.291938496
859	0.2918756654
860	0.2917362401
861	0.2916926242
862	0.2916382547
863	0.2916124961
864	0.2915526301
865	0.2914280793
866	0.2913622918
867	0.2913162225
868	0.2912830417
869	0.2912069297
870	0.2911491446
871	0.2910604013
872	0.2909868297
873	0.2908418063
874	0.2907536533
875	0.2907177633
876	0.2906331753
877	0.2905835557
878	0.290526878
879	0.2904641506
880	0.2903534805
881	0.2902651025
882	0.2902352128
883	0.2901830391
884	0.2901327113
885	0.2900705801
886	0.2900180092
887	0.2899338282
888	0.2898879794
889	0.2897819745
890	0.2897058023
891	0.2896367503
892	0.2895335919
893	0.2894478765
894	0.2893933449
895	0.289314651
896	0.2892393396
897	0.2891885702
898	0.2890564586
899	0.2889615375
900	0.2888811708
901	0.2888109916
902	0.2887470962
903	0.2886577956
904	0.2885983727
905	0.288538027
906	0.2884813454
907	0.2884107861
908	0.2883932418
909	0.288355596
910	0.2882910083
911	0.2882569348
912	0.288203818
913	0.2881916816
914	0.2881256116
915	0.2880576977
916	0.2879635222
917	0.2879090899
918	0.287846008
919	0.2878124735
920	0.2877187432
921	0.2876725144
922	0.2876071302
923	0.2875321635
924	0.2875196468
925	0.2874649733
926	0.2873796851
927	0.2873217619
928	0.2872719477
929	0.2871812231
930	0.2870741037
931	0.2870376554
932	0.2869703166
933	0.286919601
934	0.2868188033
935	0.2867795583
936	0.2867307793
937	0.2867023555
938	0.2866345846
939	0.2865201896
940	0.286433879
941	0.2863734676
942	0.286248996
943	0.2861736058
944	0.2861136806
945	0.2860649756
946	0.2860105164
947	0.2859662492
948	0.285890866
949	0.2857673539
950	0.2857173203
951	0.2856521034
952	0.2855747815
953	0.285460218
954	0.2854044062
955	0.2853411616
956	0.2852474289
957	0.2851867804
958	0.2849979999
959	0.2849594773
960	0.2847391987
961	0.2846738858
962	0.2846011662
963	0.28452197
964	0.2844641624
965	0.2843386237
966	0.2842768914
967	0.2841966469
968	0.2841336477
969	0.2840991095
970	0.2840655359
971	0.2839888125
972	0.2838905853
973	0.2838048701
974	0.2836413257
975	0.2835689253
976	0.2835193169
977	0.283301541
978	0.2832579896
979	0.2832099927
980	0.2831148305
981	0.2830428151
982	0.28296382
983	0.2829045473
984	0.2828394615
985	0.2827665228
986	0.2827270033
987	0.2826297278
988	0.2825546342
989	0.2824926872
990	0.2823648938
991	0.2823150926
992	0.2822618157
993	0.2821973228
994	0.2821108945
995	0.2820366607
996	0.2819614567
997	0.2818693209
998	0.2818173174
999	0.2817894546
